id,price,lon,lat,precio metro,planta,construccion,metros,habitaciones,baths,terraza,ascensor,aire,exacta,garaje,piscina,zonas verdes,trastero,armarios,buen estado,reformar,obra nueva,exterior,balcon,chalet,atico,duplex,estudio,piso,calle,distrito
93663756,148000,-3.7302086,40.3810402,1850,0,1968,80,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Alfonso Martínez Conde,carabanchel
93666026,135000,-3.7327567,40.3829784,1666,4,1965,81,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Clara Campoamor,carabanchel
93679257,128900,-3.7424858,40.3859798,1765,0,1963,73,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Espinar,carabanchel
93703054,122000,-3.7427685,40.3837159,2033,1,1800,60,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle del Espinar,carabanchel
93709635,525000,-3.7259325,40.3929469,1235,1,1963,425,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,Piso en venta en Opañel,carabanchel
93712939,415000,-3.7599225,40.3626736,3074,6,,135,3,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Ático en venta en avenida de la Peseta,carabanchel
93717860,163000,-3.7342398,40.3944139,1697,2,1994,96,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Clivia,carabanchel
93725827,239900,-3.7146992,40.3940457,1999,2,,120,4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Condes de Barcelona,carabanchel
93727391,195000,-3.709218,40.3960513,2785,1,1950,70,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle de Antonio López,carabanchel
93727928,335000,-3.7083667,40.3926898,3526,1,1968,95,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle del Marqués de Jura Real,carabanchel
93744859,130000,-3.7362838,40.3783321,1300,5,1982,100,3,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Besolla,carabanchel
93752465,159000,-3.7242834,40.396324,1358,0,1991,117,3,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en alto de San Isidro,carabanchel
93752690,177000,-3.7225586,40.3830271,2158,5,,82,3,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en plaza de Coímbra,carabanchel
93752932,329000,-3.7099696,40.3966617,3323,7,1970,99,2,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida del Manzanares,carabanchel
93754365,126000,-3.7390189,40.3870266,1909,1,2008,66,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Humanitarias,carabanchel
93760882,349000,-3.7152527,40.3960791,2475,3,1952,141,4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle Condes de Barcelona,carabanchel
93768600,115000,-3.71991,40.39051,1949,1,1964,59,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle de Víctor Manuel III,carabanchel
93771312,220000,-3.7140878,40.3885855,2444,4,1965,90,4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Sorbe,carabanchel
93775030,209000,-3.7167675,40.3938437,2902,2,,72,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Antonio de Leyva,carabanchel
93777462,395000,-3.7613573,40.3681654,3062,3,1988,129,3,2,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"Ático en venta en calle de Carolina Baeza, 14",carabanchel
93778715,148000,-3.7187427,40.3897985,2387,2,1964,62,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Hornero,carabanchel
93786814,180300,-3.7426277,40.3808175,2773,2,,65,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,"Piso en venta en calle Monseñor Oscar Romero, 13",carabanchel
93786831,255600,-3.7426277,40.3808175,2608,2,,98,2,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,"Piso en venta en calle Monseñor Oscar Romero, 13",carabanchel
93786847,284100,-3.7426277,40.3808175,2428,2,,117,3,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,"Piso en venta en calle Monseñor Oscar Romero, 13",carabanchel
93787210,226600,-3.7479041,40.3629083,2517,1,2007,90,3,2,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en Pau de Carabanchel,carabanchel
93788809,95890,-3.7254533,40.3857241,1431,4,,67,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en Abrantes,carabanchel
93791051,137500,-3.733172,40.3759661,1250,7,,110,4,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Besolla,carabanchel
93793526,134900,-3.7212474,40.3890656,2107,3,1966,64,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Arroyo Opañel,carabanchel
93795320,135000,-3.7103127,40.3932846,2177,2,1955,62,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle Parador del Sol,carabanchel
93796051,176000,-3.7421838,40.3884175,2478,2,1988,71,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en via Carpetana,carabanchel
93796192,170000,-3.742428,40.3877625,2698,4,,63,2,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida Nuestra Señora de Fátima,carabanchel
93807752,185000,-3.7388394,40.3873848,1516,4,1971,122,4,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle de Matilde Hernández,carabanchel
93808539,169000,-3.7172815,40.394722,3448,4,1965,49,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del General Ricardos,carabanchel
93809412,169000,-3.7168815,40.397022,3448,4,1965,49,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del General Ricardos,carabanchel
93812185,119000,-3.7395898,40.3911302,2380,1,1966,50,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle de Tucán,carabanchel
93812328,93000,-3.7204703,40.392937,1328,,,70,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Piso en venta en calle de Belmonte de Tajo,carabanchel
93812603,99000,-3.7134383,40.3966348,3193,2,1930,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Vicente Martín Arias,carabanchel
93812826,169000,-3.7170815,40.397722,3448,4,1965,49,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del General Ricardos,carabanchel
93823395,163000,-3.7306398,40.3912139,1697,2,1994,96,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Clivia,carabanchel
93823464,185000,-3.7423821,40.3865191,2681,3,2007,69,2,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Dúplex en venta en calle Humanitarias,carabanchel
93824403,373900,-3.7455942,40.3793665,3430,6,2003,109,3,2,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,"Ático en venta en calle Domingo de Alboraya, 6",carabanchel
93844572,185000,-3.7373394,40.3871848,1516,4,1971,122,4,2,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,Piso en venta en MATILDE HERNANDEZ,carabanchel
93846158,99000,-3.7122801,40.3976106,3193,2,1930,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Vicente Martín Arias,carabanchel
93846399,169000,-3.7201815,40.398022,3520,4,1965,48,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en general ricardos,carabanchel
93846616,155000,-3.7233943,40.3984271,1324,1,,117,3,2,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en alto de San Isidro,carabanchel
93846756,105000,-3.7237205,40.382333,2100,0,,50,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Cascaes,carabanchel
93846830,128000,-3.734036,40.3770247,1254,3,1987,102,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida de Abrantes,carabanchel
93850868,130000,-3.727682,40.3905788,1494,2,1959,87,3,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Piso en venta en calle de Saldaña, 4",carabanchel
93854791,239000,-3.7348875,40.3966085,2987,,,80,2,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,Ático en venta en San Isidro,carabanchel
93854806,445000,-3.7404077,40.3736539,3178,,2004,140,3,2,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,Ático en venta en Pau de Carabanchel,carabanchel
93854870,133000,-3.7489974,40.3714464,2293,1,1961,58,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Nuestra Señora de la Soledad,carabanchel
93863179,400000,-3.7155115,40.3980284,2962,2,1983,135,3,2,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle Lola de Membrives,carabanchel
93865383,185000,-3.7367394,40.3850848,1516,4,1971,122,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Matilde Hernández,carabanchel
93865664,162000,-3.7096857,40.3908269,2314,5,,70,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle del Marqués de Jura Real,carabanchel
93871275,115000,-3.7511185,40.372698,1885,3,,61,3,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida de Carabanchel Alto,carabanchel
93873844,115000,-3.7121163,40.3903302,2254,3,1960,51,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle Enrique Moyano,carabanchel
93880860,149000,-3.7425794,40.3873192,2223,3,,67,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Dolores Armengot,carabanchel
93881778,145000,-3.7222839,40.3841837,2071,2,1955,70,2,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Portalegre,carabanchel
93885562,199000,-3.7306228,40.3789413,1970,4,1964,101,4,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Alfonso Martínez Conde,carabanchel
93887651,139995,-3.7341602,40.3873642,1999,2,,70,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del General Ricardos,carabanchel
93890471,99000,-3.7327107,40.3949098,1394,0,1960,71,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Toboso,carabanchel
93890482,120000,-3.7278709,40.3887661,2181,0,1959,55,3,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Castro de Oro,carabanchel
93896662,119000,-3.7394302,40.3901332,2380,1,1966,50,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Tucán,carabanchel
93896767,154000,-3.7332149,40.3976989,2231,2,,69,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"Piso en venta en Jose Montalvo, 16",carabanchel
93897095,335000,-3.708545,40.3944326,2913,12,1973,115,4,2,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Antonio López,carabanchel
93897112,132000,-3.7332491,40.3935604,2315,2,1985,57,3,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle Chindasvinto,carabanchel
93897115,169000,-3.7390501,40.3886538,3380,4,1969,50,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de la Oca,carabanchel
93897117,135000,-3.7316567,40.3859784,1666,4,1965,81,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Clara Campoamor,carabanchel
93897777,235000,-3.7428992,40.3850865,2043,5,1955,115,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del General Ricardos,carabanchel
93898027,130000,-3.7158785,40.3908272,2600,0,1960,50,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Enrique Moyano,carabanchel
93902023,170000,-3.7122785,40.3960477,2833,2,1960,60,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Tomás Meabe,carabanchel
93904205,121000,-3.7589879,40.3686409,1406,3,,86,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Gabriel Gómez,carabanchel
93905085,240000,-3.7163309,40.3880481,1454,0,1969,165,3,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Sorbe,carabanchel
93905939,293000,-3.7288248,40.3773168,3020,1,2003,97,3,2,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Cazalegas,carabanchel
93913351,440000,-3.74333,40.37851,3142,4,,140,3,2,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,Ático en venta en calle María Odiaga,carabanchel
93917672,140000,-3.7474501,40.3722762,2333,2,,60,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Guayaba,carabanchel
93918490,120000,-3.7407802,40.3899218,2181,0,1930,55,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Piso en venta en calle Tintas, 16",carabanchel
93936975,135000,-3.7224596,40.3941596,2076,2,,65,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Radio,carabanchel
93938004,160000,-3.7539464,40.3747748,2000,2,,80,3,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle Polvoranca,carabanchel
93938611,220000,-3.7452935,40.3647399,3492,2,2006,63,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en Pau de Carabanchel,carabanchel
93938626,175000,-3.7294731,40.3771743,1944,8,1966,90,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida de Abrantes,carabanchel
93938678,141700,-3.7370616,40.3926173,1707,0,1969,83,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Alcaudón,carabanchel
93940315,149000,-3.7211609,40.3928605,2483,2,1965,60,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle de Mercedes Arteaga,carabanchel
93942130,240000,-3.7211317,40.392261,3076,4,,78,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,Ático en venta en calle de Mercedes Arteaga,carabanchel
93942330,185000,-3.73589,40.3867231,1516,4,1971,122,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle de Matilde Hernández,carabanchel
93944111,240000,-3.7110551,40.3954471,4528,3,1928,53,2,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en pasaje Montserrat,carabanchel
93944135,159000,-3.7465769,40.3845847,2271,0,1965,70,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida de Nuestra Señora de Fátima,carabanchel
93944136,400000,-3.7187115,40.3956284,2962,2,1983,135,3,2,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle Lola de Membrives,carabanchel
93944154,99000,-3.7321107,40.3916098,1394,0,1960,71,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Toboso,carabanchel
93945236,167900,-3.718146,40.3959131,2845,4,1950,59,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Armengot,carabanchel
93948563,271300,-3.7087689,40.393202,3048,3,1970,89,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en Comillas,carabanchel
93954669,123999,-3.72011,40.392213,2214,2,,56,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Morenés Arteaga,carabanchel
93955079,160000,-3.7334149,40.3984989,3200,2,1961,50,2,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle José Montalvo,carabanchel
93956940,218000,-3.7523669,40.3723311,1895,0,,115,2,2,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Piso en venta en calle Diego Torres Villarroel s/n,carabanchel
93956965,203000,-3.7523669,40.3723311,2230,0,,91,2,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Piso en venta en calle Diego Torres Villarroel s/n,carabanchel
93959215,158000,-3.7444351,40.3843779,2677,6,,59,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en avenida de Nuestra Señora de Fátima,carabanchel
93959441,132500,-3.7115101,40.3935484,1948,3,,68,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Conde de Vistahermosa,carabanchel
93961353,265000,-3.7156381,40.3905218,2409,3,1980,110,3,2,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Serafín Gómez,carabanchel
93961630,254000,-3.7309317,40.3754393,2822,0,2002,90,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Antonio Romero,carabanchel
93964873,309999,-3.7215085,40.3985374,2924,1,1971,106,4,2,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en paseo de San Illán,carabanchel
93965543,95000,-3.7397708,40.382783,2375,1,1945,40,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,Dúplex en venta en calle Blasón,carabanchel
93970025,385000,-3.7163074,40.3934897,3104,1,2001,124,3,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Antonio de Leyva,carabanchel
93972493,350000,-3.753515,40.3794591,2713,3,,129,4,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle del Parque Eugenia de Montijo,carabanchel
93972615,140890,-3.7342946,40.3844761,1903,1,,74,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Alejandro Morán,carabanchel
93976403,360000,-3.7479598,40.384982,2517,3,1978,143,4,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle de Nuestra Señora de la Luz,carabanchel
93978534,129900,-3.7244057,40.3908175,2029,1,,64,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle de Mercedes Arteaga,carabanchel
93984368,130000,-3.7256444,40.3836378,2363,1,,55,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Luis Domingo,carabanchel
93985394,196000,-3.7329104,40.3798887,2107,1,1977,93,3,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en camino Viejo de Leganés,carabanchel
93986163,180000,-3.7421927,40.3882333,2250,4,1974,80,3,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de la Laguna,carabanchel
93987861,145000,-3.7253979,40.3934548,2543,0,1952,57,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en San Isidro,carabanchel
93990925,175000,-3.738557,40.3911431,3181,,,55,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Alfaro,carabanchel
93991203,120000,-3.7348602,40.3851954,1666,3,1960,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Julia Nebot,carabanchel
93991829,120000,-3.7345602,40.3848954,1666,3,1960,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Julia nebot,carabanchel
93991934,120000,-3.7345602,40.3846954,1666,3,1960,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en julia nebot,carabanchel
93992051,135000,-3.7314843,40.3917148,2596,2,,52,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en calle Nicolás Morales,carabanchel
93992639,380000,-3.7479631,40.3750179,3551,,,107,2,2,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Zarzamora,carabanchel
93997223,199000,-3.7482501,40.3716762,3316,1,1969,60,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"Piso en venta en calle Guayaba, 8",carabanchel
94016717,120000,-3.7355602,40.3880954,1666,3,1960,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Julia Nebot,carabanchel
94017081,169000,-3.7194815,40.397822,3448,4,1965,49,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en General Ricardos,carabanchel
94028071,150000,-3.7661958,40.360397,3000,5,2005,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en Pau de Carabanchel,carabanchel
94028190,114900,-3.7436196,40.3868959,1915,3,1955,60,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en DOLORES ARMENGOT,carabanchel
94028468,165000,-3.7432182,40.3816623,2012,2,,82,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Saturnino Tejera,carabanchel
94032316,248000,-3.7186172,40.3872912,2480,3,,100,3,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle de Alejandro Sanchez,carabanchel
94038294,120000,-3.7354602,40.3857954,1666,3,1960,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en JULIA NEBOT,carabanchel
94038455,107000,-3.7430619,40.3887121,2018,3,1962,53,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Piso en venta en calle Bruno García,carabanchel
94038458,160000,-3.7086827,40.3931902,2105,2,1940,76,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Parador del Sol,carabanchel
94041219,65000,-3.7273103,40.3921311,1857,0,1945,35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Estudio en venta en calle de Rascón,carabanchel
94043864,105000,-3.7497527,40.3719096,2100,2,1962,50,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Piso en venta en calle Zarzuela,carabanchel
94049750,99000,-3.7301161,40.3808479,1903,0,,52,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en calle Falcinelo,carabanchel
94050466,185000,-3.7103333,40.3915381,2371,6,1970,78,3,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en paseo de Santa María de la Cabeza,carabanchel
38987694,1500000,-3.6991695,40.4219973,3787,1,,396,3,4,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,"Piso en venta en Urb. CHUECA, Chueca-Justicia",centro
83953773,2400000,-3.6960644,40.4150232,7272,4,1911,330,3,4,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en Huertas-Cortes,centro
84225910,450000,-3.7106925,40.4164407,3658,4,1900,123,4,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en Palacio,centro
84437865,920000,-3.695948,40.4216672,5750,2,1900,160,4,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,Piso en venta en Chueca-Justicia,centro
84544642,485000,-3.7043228,40.4299318,4801,3,,101,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en Malasaña-Universidad,centro
84919375,570000,-3.7018464,40.4172398,5480,2,1935,104,2,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en Sol,centro
85092501,995000,-3.7031465,40.4150988,3964,2,,251,5,4,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"Piso en venta en calle de Espoz y Mina, Madrid",centro
85291609,325000,-3.7070313,40.4204332,8552,2,1984,38,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,Estudio en venta en calle de Silva,centro
85495643,395000,-3.6992479,40.4256382,7181,2,,55,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en Chueca-Justicia,centro
85562775,169000,-3.7010722,40.4053139,4567,2,1890,37,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Piso en venta en ronda DE VALENCIA,centro
85757076,179000,-3.7009535,40.4220256,4837,2,,37,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en Chueca-Justicia,centro
86128924,850000,-3.6939662,40.4087654,5666,2,1902,150,3,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Piso en venta en paseo del Prado,centro
86460020,485000,-3.7079615,40.422822,6217,3,,78,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,Piso en venta en Malasaña-Universidad,centro
87375364,1250000,-3.7056675,40.4213007,5681,2,1900,220,8,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,Piso en venta en Malasaña-Universidad,centro
87406522,1500000,-3.7025191,40.4211984,3947,1,1913,380,3,4,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,Piso en venta en calle de Fuencarral,centro
87689067,1190000,-3.6983612,40.4207128,7727,3,1895,154,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Piso en venta en Chueca-Justicia,centro
